month,Unnamed: 0,bank_name,inward_interbank_volume,inward_costumer_volume,inward_total_volume,inward_percentage_volume,inward_interbank_amt,inward_costumer_amt,inward_total_amt,inward_percentage_amt,outward_interbank_volume,outward_costumer_volume,outward_total_volume,outward_percentage_volume,outward_interbank_amt,outward_costumer_amt,outward_total_amt,outward_percentage_amt,outward_inward_ratio
2019-02-01,20056,Gadchiroli District Central Co-Op Bank Ltd.,163,211,374,0.0,704.28,11937.31,12641.59,0.0,107,402,509,0.0,228.02,17383.92,17611.94,0.0,1.3931744345450214
2019-02-01,20057,Goldman Sachs India Capital Markets Pvt Ltd.,1,22,23,0.0,2500.0,756000.0,758500.0,0.07,22,0,22,0.0,756400.0,97058.61499999999,756400.0,0.07,0.9972313777191826
2019-02-01,20058,Gopinath Patil Parsik Janata Sahakari Bank Ltd.,64,3539,3603,0.03,6874.55,40689.61,47564.17,0.0,1,3779,3780,0.03,16.3,43293.77,43310.07,0.0,0.9105608276145679
2019-02-01,20059,Greater Bombay Co-Operative Bank Ltd.,105,1274,1379,0.01,2568.94,70522.38,73091.32,0.01,0,1816,1816,0.02,104583.235,77892.41,77892.41,0.01,1.065686185445823
2019-02-01,20060,"Gs Mahanagar Co-Operative Bank Limited, Mumbai",17,1885,1902,0.02,7727.68,20432.77,28160.45,0.0,0,2689,2689,0.02,104583.235,31199.06,31199.06,0.0,1.1079034603495328
2019-02-01,20061,Gujarat State Co-Operative Bank Ltd,204,11541,11745,0.11,91477.84,518696.5,610174.34,0.05,76,19428,19504,0.18,381.72,585663.43,586045.15,0.05,0.960455252838066
2019-02-01,20068,Idukki District Co-Operative Bank Limited,32,323,355,0.0,119.93,3314.64,3434.57,0.0,0,579,579,0.01,104583.235,5358.78,5358.78,0.0,1.5602477165991666
2019-02-01,20069,India Post Payments Bank Limited,2,101,103,0.0,0.04,7278.45,7278.5,0.0,1,263,264,0.0,0.02,974.79,974.81,0.0,0.13393006800851823
2019-02-01,20070,Indian Bank,4204,108441,112645,1.02,709399.26,2849895.45,3559294.7,0.32,5922,144412,150334,1.36,526409.48,3340941.59,3867351.07,0.34,1.0865498352805683
2019-02-01,20071,Indian Clearing Corporation Limited,2,2274,2276,0.02,5047.83,3278328.92,3283376.75,0.29,0,1164,1164,0.01,104583.235,3275318.58,3275318.58,0.29,0.9975457674785569
2019-02-01,20074,Industrial And Commercial Bank Of China Ltd.,54,176,230,0.0,381505.3,69345.9,450851.2,0.04,192,76,268,0.0,443699.68,22317.38,466017.06,0.04,1.0336382824310992
2019-02-01,20075,Industrial Bank Of Korea,48,89,137,0.0,116686.01,54388.03,171074.04,0.02,50,348,398,0.0,74407.64,102023.87,176431.51,0.02,1.0313166743475515
2019-02-01,20076,Irinjalakuda Town Cooperative Bank Ltd,0,119,119,0.0,55675.56,1015.75,1015.75,0.0,0,380,380,0.0,104583.235,3110.12,3110.12,0.0,3.061895151365986
2019-02-01,20077,Jalgaon Janata Sahakari Bank Ltd.,58,1620,1678,0.02,24321.13,52349.85,76670.98,0.01,21,2914,2935,0.03,15600.02,63918.79,79518.81,0.01,1.0371435189689764
2019-02-01,20078,Jalgaon People Co-Operative Bank Ltd.,60,1470,1530,0.01,3074.15,36781.01,39855.16,0.0,0,2082,2082,0.02,104583.235,22343.43,22343.43,0.0,0.5606157395930664
2019-02-01,20079,Jammu And Kashmir Bank,719,25817,26536,0.24,818601.53,1056785.67,1875387.2,0.17,494,29066,29560,0.27,1078362.37,1038041.53,2116403.9,0.19,1.1285157006510442
2019-02-01,20080,Jana Small Finance Bank Limited,36,2313,2349,0.02,153542.17,273766.44,427308.61,0.04,31,484,515,0.0,145000.0,276879.36,421879.36,0.04,0.9872943117153665
2019-02-01,20081,Janaseva Sahakari Bank (Borivli) Ltd.,1,559,560,0.01,1.89,9470.27,9472.17,0.0,0,611,611,0.01,104583.235,7189.22,7189.22,0.0,0.7589834219613879
2019-02-01,20082,Janaseva Sahakari Bank Ltd,3,1051,1054,0.01,16.34,26116.67,26133.01,0.0,0,2072,2072,0.02,104583.235,39284.7,39284.7,0.0,1.5032596704321468
2019-02-01,20083,"Janata Sahakari Bank Ltd., Pune",82,5231,5313,0.05,3946.72,99808.54,103755.26,0.01,22,7250,7272,0.07,165.77,115343.48,115509.25,0.01,1.113285726429677
2019-02-01,20084,Jankalyan Sahakari Bank Ltd.,19,1478,1497,0.01,1412.78,18054.98,19467.76,0.0,0,1534,1534,0.01,104583.235,21256.32,21256.32,0.0,1.0918729222057393
2019-02-01,20085,Jio Payments Bank Limited,0,39,39,0.0,55675.56,2167.82,2167.82,0.0,0,50,50,0.0,104583.235,2219.78,2219.78,0.0,1.0239687796957313
2019-02-01,20087,Kallapanna Awade Ichalkaranji Janata Sahakari Bank Ltd.,24,2875,2899,0.03,47084.32,51904.52,98988.85,0.01,16,5100,5116,0.05,49000.0,71624.18,120624.18,0.01,1.2185633028366325
2019-02-01,20088,Kalupur Commercial Co-Operative Bank Ltd.,76,12578,12654,0.11,3817.18,208020.82,211838.0,0.02,7,16487,16494,0.15,4381.89,220040.16,224422.05,0.02,1.059404120129533
2019-02-01,20089,Kalyan Janata Sahakari Bank Ltd.,75,1727,1802,0.02,5561.82,27104.05,32665.87,0.0,0,2630,2630,0.02,104583.235,42679.15,42679.15,0.0,1.3065364553278391
2019-02-01,20090,"Kangra Central Co-Op Bank Ltd., Dharamshala",306,808,1114,0.01,4317.77,36648.17,40965.93,0.0,539,1996,2535,0.02,662.59,57913.35,58575.94,0.01,1.4298696502190968
2019-02-01,20091,Kangra Co-Operative Bank Ltd.,0,440,440,0.0,55675.56,2624.39,2624.39,0.0,0,90,90,0.0,104583.235,1074.34,1074.34,0.0,0.40936751016426676
2019-02-01,20092,"Karad Urban Co-Operative Bank Ltd., Karad",57,2280,2337,0.02,249.66,47442.52,47692.18,0.0,0,4739,4739,0.04,104583.235,63052.48,63052.48,0.01,1.3220716687725327
2019-02-01,20093,Karnataka Bank Ltd,1693,59479,61172,0.55,175506.13,836189.95,1011696.09,0.09,4032,69164,73196,0.66,255488.73,934829.42,1190318.16,0.11,1.1765570429356902
2019-02-01,20094,Karnataka State Co-Operative Apex Bank Ltd.,230,2867,3097,0.03,1385798.34,321763.99,1707562.33,0.15,110,6411,6521,0.06,1477897.44,188786.24,1666683.68,0.15,0.9760602296725531
2019-02-01,20095,Karnataka Vikas Grameena Bank,333,2993,3326,0.03,8577.38,93353.11,101930.49,0.01,1661,7092,8753,0.08,11719.68,100146.94,111866.62,0.01,1.0974794686064984
2019-02-01,20096,Karur Vysya Bank,4770,103264,108034,0.97,237417.48,1319671.45,1557088.93,0.14,1401,120235,121636,1.1,112195.49,1554264.19,1666459.68,0.15,1.0702405289080053
2019-02-01,20097,Kaveri Grameena Bank,65,1393,1458,0.01,319.46,10161.42,10480.88,0.0,1,1920,1921,0.02,0.19,14730.13,14730.32,0.0,1.4054468708734382
2019-02-01,20098,Keb Hana Bank,53,173,226,0.0,121332.48,39958.25,161290.73,0.01,135,142,277,0.0,141794.9,14179.21,155974.1,0.01,0.9670369772645954
2019-02-01,20099,Kerala Gramin Bank,277,3257,3534,0.03,2597.91,350411.95,353009.86,0.03,1124,5158,6282,0.06,18677.57,236615.09,255292.66,0.02,0.7231884684467454
2019-02-01,20101,Krung Thai Bank Plc,22,19,41,0.0,27189.12,3332.87,30521.99,0.0,18,27,45,0.0,18208.42,214.97,18423.39,0.0,0.6036103805813448
2019-02-01,20102,Kurmanchal Nagar Sahakari Bank Ltd.,50,1431,1481,0.01,738.14,15776.12,16514.26,0.0,0,3578,3578,0.03,104583.235,31683.85,31683.85,0.0,1.9185752192347705
2019-02-01,20103,Lakshmi Vilas Bank Ltd.,2902,36232,39134,0.35,295393.16,499756.07,795149.23,0.07,1085,50733,51818,0.47,252213.66,541785.16,793998.82,0.07,0.9985532149732447
2019-02-01,20104,Maharashtra Gramin Bank,35,2632,2667,0.02,515.19,154446.71,154961.9,0.01,48,4313,4361,0.04,114870.5,37478.51,152349.01,0.01,0.9831385004959284
2019-02-01,20105,Maharashtra State Co-Op Bank,83,1574,1657,0.01,125528.29,970193.23,1095721.52,0.1,37,1449,1486,0.01,109157.04,970441.09,1079598.13,0.1,0.9852851388736071
2019-02-01,20106,"Mahesh Sahakari Bank Limited, Pune",0,311,311,0.0,55675.56,6369.49,6369.49,0.0,0,1878,1878,0.02,104583.235,16223.15,16223.15,0.0,2.547009258198066
2019-02-01,20107,Mashreqbank Psc,153,52,205,0.0,142296.18,3624.94,145921.12,0.01,303,45,348,0.0,143948.38,11536.94,155485.32,0.01,1.065543630695817
2019-02-01,20108,Mehsana Urban Co-Operative Bank Ltd.,132,8545,8677,0.08,191308.92,110158.58,301467.49,0.03,27,11500,11527,0.1,122.75,317101.88,317224.63,0.03,1.0522681235047933
2019-02-01,20109,Mizuho Corporate Bank Ltd,266,2546,2812,0.03,490783.34,938988.53,1429771.88,0.13,183,2282,2465,0.02,591921.57,839138.54,1431060.12,0.13,1.0009010108661531
2019-02-01,20110,Morgan Stanley India Primary Dealer Pvt Ltd.,5,31,36,0.0,717.86,713110.52,713828.38,0.06,39,0,39,0.0,714167.44,97058.61499999999,714167.44,0.06,1.0004749881196933
2019-02-01,20111,"Mufg Bank, Ltd.",0,4,4,0.0,55675.56,64.1,64.1,0.0,0,0,0,0.02,104583.235,97058.61499999999,185535.5,0.02,2894.4695787831515
2019-02-01,20112,Mumbai District Central Co-Operative Bank Ltd.,30,1434,1464,0.01,488.65,51988.55,52477.2,0.0,0,1425,1425,0.01,104583.235,48708.88,48708.88,0.0,0.9281912906938632
2019-02-01,20113,"Municipal Co-Operative Bank Ltd., Mumbai",15,122,137,0.0,102072.17,132360.81,234432.98,0.02,0,185,185,0.0,104583.235,240560.12,240560.12,0.02,1.0261359984418574
2019-02-01,20115,Nagar Urban Cooperative Bank Ltd,74,1242,1316,0.01,131.72,42134.95,42266.67,0.0,0,2608,2608,0.02,104583.235,37102.44,37102.44,0.0,0.8778179118440134
2019-02-01,20116,Nagpur Nagrik Sahakari Bank Ltd.,57,2496,2553,0.02,966.2,41997.01,42963.21,0.0,0,4429,4429,0.04,104583.235,42062.68,42062.68,0.0,0.9790395084538609
2019-02-01,20117,Nainital Bank Ltd.,584,5627,6211,0.06,171095.38,72901.04,243996.42,0.02,100,8177,8277,0.07,153427.39,100625.94,254053.33,0.02,1.0412174490101125
2019-02-01,20118,Nasik Merchants Co-Operative Bank Ltd.,21,1396,1417,0.01,365.18,78146.47,78511.65,0.01,0,2331,2331,0.02,104583.235,79380.33,79380.33,0.01,1.0110643452277466
2019-02-01,20119,National Australia Bank Ltd.,17,0,17,0.0,20251.3,93718.745,20251.3,0.0,18,4,22,0.0,16191.74,295.0,16486.74,0.0,0.8141077362934727
2019-02-01,20121,New India Co-Operative Bank Ltd.,14,1500,1514,0.01,195.02,17935.44,18130.46,0.0,24,1782,1806,0.02,46.82,24245.45,24292.28,0.0,1.3398601028324708
2019-02-01,20122,Nkgsb Co-Operative Bank Ltd.,270,4645,4915,0.04,62539.69,114044.75,176584.45,0.02,85,4736,4821,0.04,28086.74,140666.22,168752.96,0.01,0.9556501719149109
2019-02-01,20123,Nomura Fixed Income Securities Pvt Ltd.,72,42,114,0.0,2363516.4,1084030.28,3447546.68,0.31,151,0,151,0.0,3468867.63,97058.61499999999,3468867.63,0.31,1.0061843832670019
2019-02-01,20124,North East Small Finance Bank Limited,20,26,46,0.0,31061.43,814.06,31875.49,0.0,12,36,48,0.0,24500.0,8453.97,32953.97,0.0,1.0338341465495904
2019-02-01,20125,Nutan Nagarik Sahakari Bank Ltd.,14,3937,3951,0.04,216.42,53525.55,53741.97,0.0,0,5143,5143,0.05,104583.235,64745.93,64745.93,0.01,1.2047554267177032
2019-02-01,20126,Oriental Bank Of Commerce,5879,164819,170698,1.54,532544.93,2806369.57,3338914.5,0.3,7152,203506,210658,1.9,542789.24,3318134.24,3860923.49,0.34,1.1563409275679266
2019-02-01,20127,Orissa State Co-Operative Bank Ltd.,47,87,134,0.0,524322.46,424006.5,948328.96,0.08,0,361,361,0.0,104583.235,941057.03,941057.03,0.08,0.9923318486445886
2019-02-01,20128,Paytm Payments Bank Limited,1,1872,1873,0.02,0.05,173855.15,173855.2,0.02,0,8,8,0.0,104583.235,43797.75,43797.75,0.0,0.25192085137516734
2019-02-01,20129,Pnb Gilts Ltd.,224,139,363,0.0,2140385.63,558357.89,2698743.51,0.24,496,0,496,0.0,3971987.1,97058.61499999999,3971987.1,0.35,1.471791255924132
2019-02-01,20130,Pragathi Krishna Gramin Bank,159,5379,5538,0.05,70913.47,68545.4,139458.87,0.01,243,8900,9143,0.08,3231.68,161247.08,164478.76,0.01,1.1794069462917633
2019-02-01,20131,Prathama Bank,97,1580,1677,0.02,15170.02,30802.19,45972.2,0.0,73,4398,4471,0.04,12089.34,48696.22,60785.56,0.01,1.3222243007730758
2019-02-01,20132,Prime Co-Operative Bank Ltd,4,2093,2097,0.02,17.13,18386.14,18403.27,0.0,0,3680,3680,0.03,104583.235,32177.26,32177.26,0.0,1.7484533998577425
2019-02-01,20133,Pt Bank Maybank Indonesia Tbk,4,26,30,0.0,3749.69,31214.5,34964.19,0.0,1,33,34,0.0,12.96,33934.74,33947.7,0.0,0.9709276834383979
2019-02-01,20134,Punjab & Maharashtra Co-Operative Bank Ltd.,36,4920,4956,0.04,819.62,809179.35,809998.96,0.07,44,6366,6410,0.06,5592.99,826406.03,831999.02,0.07,1.0271606027741074
2019-02-01,20135,Punjab And Sind Bank,2422,33594,36016,0.32,1278092.32,1439247.28,2717339.6,0.24,3250,44402,47652,0.43,1133500.09,1713353.13,2846853.22,0.25,1.0476619190328658
2019-02-01,20137,Qatar National Bank(Q.P.S.C),30,12,42,0.0,25042.23,12387.58,37429.81,0.0,20,18,38,0.0,23010.27,12607.57,35617.83,0.0,0.951589922577753
2019-02-01,20138,Rajarambapu Sahakari Bank Ltd,10,1046,1056,0.01,24.76,18155.89,18180.65,0.0,0,2872,2872,0.03,104583.235,54231.8,54231.8,0.0,2.9829406539370154
2019-02-01,20139,Rajasthan State Cooperative Bank Ltd,138,842,980,0.01,87308.67,432339.25,519647.92,0.05,33,3022,3055,0.03,63.96,493093.34,493157.3,0.04,0.9490219839617563
2019-02-01,20140,Rajgurunagar Sahkari Bank Ltd.,1,723,724,0.01,0.5,4869.23,4869.73,0.0,0,1297,1297,0.01,104583.235,18550.14,18550.14,0.0,3.809274846860093
2019-02-01,20141,Rajkot Nagrik Sahakari Bank Ltd.,82,2618,2700,0.02,187060.57,44020.26,231080.83,0.02,1,3873,3874,0.03,4500.0,229617.97,234117.97,0.02,1.0131431932281012
2019-02-01,20142,Rbl Bank Ltd.,316,36659,36975,0.33,1248236.11,2352517.53,3600753.64,0.32,730,35736,36466,0.33,1109308.47,2232460.37,3341768.84,0.3,0.9280748349115048
2019-02-01,20143,Reserve Bank Of India,119,43279,43398,0.39,24821279.46,23917803.77,48739083.23,4.32,0,0,0,0.02,104583.235,97058.61499999999,185535.5,0.02,0.0038067088608223706
2019-02-01,20144,Royal Bank Of Scotland Plc,0,8,8,0.0,55675.56,118.11,118.11,0.0,1,22,23,0.0,1418.8,939.47,2358.27,0.0,19.966725933451865
2019-02-01,20145,Samarth Sahakari Bank Ltd; Solapur,0,450,450,0.0,55675.56,6900.9,6900.9,0.0,0,810,810,0.01,104583.235,13976.08,13976.08,0.0,2.025254676926198
2019-02-01,20146,"Sant Sopankaka Sahakari Bank Limited, Saswad",0,12,12,0.0,55675.56,104.3,104.3,0.0,0,48,48,0.0,104583.235,255.93,255.93,0.0,2.4537871524448707
2019-02-01,20147,Saraswat Co-Operative Bank Ltd,660,33724,34384,0.31,78420.2,2519460.5,2597880.7,0.23,215,38512,38727,0.35,27999.54,2519894.35,2547893.89,0.23,0.980758619901214
2019-02-01,20148,Sberbank,141,11,152,0.0,257243.72,6424.12,263667.84,0.02,44,12,56,0.0,276030.98,1193.8,277224.78,0.02,1.0514167370582623
2019-02-01,20149,Sbi Dfhi Ltd.,87,680,767,0.01,248393.76,1430152.4,1678546.16,0.15,2623,0,2623,0.02,3079786.39,97058.61499999999,3079786.39,0.27,1.8347939802858924
2019-02-01,20150,Sbm Bank (India) Limited,5,313,318,0.0,1544.05,38863.4,40407.45,0.0,18,308,326,0.0,2358.41,38603.33,40961.74,0.0,1.0137175199127884
2019-02-01,20151,Seva Vikas Co-Operative Bank Ltd.,7,858,865,0.01,71.12,20241.26,20312.38,0.0,0,2854,2854,0.03,104583.235,25791.49,25791.49,0.0,1.2697423935550636
2019-02-01,20152,Shikshak Sahakari Bank Ltd.,12,731,743,0.01,188.0,68647.5,68835.5,0.01,3,1492,1495,0.01,25.0,71324.01,71349.01,0.01,1.0365147344030332
2019-02-01,20153,Shinhan Bank,1344,1680,3024,0.03,694371.92,178653.95,873025.87,0.08,129,2598,2727,0.02,621379.12,310873.28,932252.39,0.08,1.0678405096976107
2019-02-01,20154,Shivalik Small Finance Bank Limited,2,1058,1060,0.01,202.75,15566.99,15769.75,0.0,1,2480,2481,0.02,17.0,16605.32,16622.32,0.0,1.0540636344900838
2019-02-01,20155,Shri Chhatrapati Rajarshi Shahu Urban Co-Op Bank,15,897,912,0.01,198.04,13031.82,13229.86,0.0,0,1566,1566,0.01,104583.235,13631.98,13631.98,0.0,1.0303948794620652
2019-02-01,20156,Shri Veershaiv Co-Op Bank Ltd,8,179,187,0.0,23.83,1819.5,1843.33,0.0,0,1142,1142,0.01,104583.235,6865.99,6865.99,0.0,3.724775270841358
2019-02-01,20157,Sindhudurg District Central Cooperative Bank Ltd.,21,160,181,0.0,17.85,1437.01,1454.87,0.0,14,460,474,0.0,50.69,3375.08,3425.77,0.0,2.3546914844625295
2019-02-01,20158,Sir M. Visvesvaraya Co-Operative Bank Ltd.,1,67,68,0.0,3.0,889.95,892.95,0.0,0,168,168,0.0,104583.235,1292.36,1292.36,0.0,1.4472926815611176
2019-02-01,20159,Small Industries Development Bank Of India,0,0,0,0.02,55675.56,93718.745,173650.48,0.02,0,1,1,0.0,104583.235,4.0,4.0,0.0,2.30347765235086e-05
2019-02-01,20160,Societe Generale,82,195,277,0.0,187716.25,1061327.09,1249043.34,0.11,86,447,533,0.0,153147.62,987429.11,1140576.73,0.1,0.9131602511086604
2019-02-01,20161,Solapur Janata Sahakari Bank Ltd.,11,1318,1329,0.01,149.0,22851.46,23000.46,0.0,0,2139,2139,0.02,104583.235,22770.59,22770.59,0.0,0.990005852056872
2019-02-01,20162,South Indian Bank,3701,54305,58006,0.52,589236.73,1433743.09,2022979.83,0.18,1814,69085,70899,0.64,765706.56,1216994.25,1982700.81,0.18,0.980089262679401
2019-02-01,20165,Stci Primary Dealer Ltd.,121,213,334,0.0,897547.31,1588583.75,2486131.06,0.22,692,0,692,0.01,2438327.41,97058.61499999999,2438327.41,0.22,0.9807718704902066
2019-02-01,20166,Sumitomo Mitsui Banking Corporation,80,874,954,0.01,627384.05,683183.07,1310567.13,0.12,190,1215,1405,0.01,658528.02,623768.88,1282296.9,0.11,0.9784290103476042
2019-02-01,20167,Surat District Co-Operative Bank Ltd.,14,2728,2742,0.02,2116.34,58904.86,61021.2,0.01,13,4438,4451,0.04,17.82,82507.9,82525.72,0.01,1.3524106376144684
2019-02-01,20168,Surat National Cooperative Bank Ltd,1,1226,1227,0.01,0.5,9641.7,9642.2,0.0,0,1407,1407,0.01,104583.235,16366.06,16366.06,0.0,1.6973367073904293
2019-02-01,20169,Surat People'S Co-Operative Bank Ltd.,4,4552,4556,0.04,2.36,42555.79,42558.15,0.0,2,6533,6535,0.06,139.24,84295.17,84434.41,0.01,1.9839774520274025
2019-02-01,20170,Suryoday Small Finance Bank Ltd.,16,340,356,0.0,38547.24,107847.5,146394.74,0.01,16,388,404,0.0,40549.7,90232.06,130781.75,0.01,0.8933500616210664
2019-02-01,20171,Sutex Co-Operative Bank Ltd.,0,2150,2150,0.02,55675.56,20211.99,20211.99,0.0,1,2672,2673,0.02,5.8,31829.13,31834.93,0.0,1.5750517390914995
2019-02-01,20172,Svc Co-Operative Bank Ltd.,219,19440,19659,0.18,51847.16,305733.04,357580.2,0.03,174,25399,25573,0.23,49516.03,336077.5,385593.53,0.03,1.0783413902671346
2019-02-01,20174,Tamilnad Mercantile Bank Ltd,2203,53658,55861,0.5,434301.45,533648.25,967949.71,0.09,1676,76966,78642,0.71,462410.03,715115.58,1177525.61,0.1,1.2165152774310972
2019-02-01,20175,Tamilnadu State Apex Co-Operative Bank Ltd.,133,2289,2422,0.02,350455.81,393024.03,743479.84,0.07,322,6179,6501,0.06,342277.36,463249.47,805526.83,0.07,1.083454838533349
2019-02-01,20176,Telangana State Co Operative Apex Bank Ltd,88,1363,1451,0.01,58909.87,378757.0,437666.87,0.04,36,3565,3601,0.03,62371.48,390560.61,452932.09,0.04,1.0348786281218865
2019-02-01,20177,Textile Traders Co-Operative Bank Limited,0,385,385,0.0,55675.56,3528.59,3528.59,0.0,0,530,530,0.0,104583.235,5650.57,5650.57,0.0,1.6013676851093495
2019-02-01,20178,Thane Bharat Shakari Bank Ltd.,1,1220,1221,0.01,38.03,16994.73,17032.76,0.0,0,1362,1362,0.01,104583.235,15657.94,15657.94,0.0,0.9192837801976897
2019-02-01,20179,Thane District Central Co-Operative Bank Ltd.,2,550,552,0.0,0.77,3241.45,3242.22,0.0,0,1158,1158,0.01,104583.235,10284.12,10284.12,0.0,3.1719377463589766
2019-02-01,20180,The Akola Janata Commercial Cooperative Bank Ltd,21,2887,2908,0.03,10214.51,27377.85,37592.36,0.0,104,4531,4635,0.04,15549.0,47574.01,63123.01,0.01,1.6791446453481507
2019-02-01,20181,The Baramati Sahakari Bank Limited,2,732,734,0.01,5.5,11475.65,11481.15,0.0,0,1862,1862,0.02,104583.235,14421.45,14421.45,0.0,1.256098038959512
2019-02-01,20182,The Delhi State Cooperative Bank,18,302,320,0.0,11436.95,10497.68,21934.63,0.0,0,298,298,0.0,104583.235,21298.02,21298.02,0.0,0.9709769437642668
2019-02-01,20183,The Haryana State Cooperative Apex Bank Limited,0,51,51,0.0,55675.56,6822.33,6822.33,0.0,0,164,164,0.0,104583.235,2150.59,2150.59,0.0,0.31522808190163776
2019-02-01,20184,The Hasti Co-Op Bank Ltd.,0,819,819,0.01,55675.56,7037.16,7037.16,0.0,0,2132,2132,0.02,104583.235,14562.87,14562.87,0.0,2.069424313217264
2019-02-01,20185,The Himachal Pradesh State Co-Operative Bank Ltd.,321,612,933,0.01,1736.7,14626.32,16363.02,0.0,64,1714,1778,0.02,47.75,59032.26,59080.01,0.01,3.610581054108594
2019-02-01,20186,The Kerala State Co-Operative Bank Ltd.,0,3,3,0.0,55675.56,6.0,6.0,0.0,0,45,45,0.0,104583.235,954.09,954.09,0.0,159.01500000000001
2019-02-01,20187,The Kozhikode District Cooperative Bank Limited,3,220,223,0.0,10.66,4451.24,4461.9,0.0,0,961,961,0.01,104583.235,19179.61,19179.61,0.0,4.298529774311392
2019-02-01,20188,The Nav Jeevan Co-Op. Bank Ltd.,0,1,1,0.0,55675.56,2.01,2.01,0.0,0,229,229,0.0,104583.235,1672.88,1672.88,0.0,832.2786069651743
2019-02-01,20189,The Navnirman Co-Operative Bank Limited,2,1284,1286,0.01,0.43,7999.76,8000.2,0.0,0,1731,1731,0.02,104583.235,12944.83,12944.83,0.0,1.6180632984175396
2019-02-01,20190,The Pandharpur Urban Coop Bank Ltd,2,435,437,0.0,4.69,18344.11,18348.8,0.0,0,1044,1044,0.01,104583.235,20864.27,20864.27,0.0,1.1370917989187304
2019-02-01,20191,The Sahebrao Deshmukh Co-Operative Bank Ltd.,0,843,843,0.01,55675.56,6229.2,6229.2,0.0,0,969,969,0.01,104583.235,9058.07,9058.07,0.0,1.4541305464586143
2019-02-01,20192,The Satara District Central Co-Operative Bank Ltd,0,1,1,0.0,55675.56,500.0,500.0,0.0,0,2,2,0.0,104583.235,4.0,4.0,0.0,0.008
2019-02-01,20193,"The Varachha Co-Operative Bank Ltd., Surat",5,2718,2723,0.02,6.85,42003.18,42010.03,0.0,1,3246,3247,0.03,200.0,50144.27,50344.27,0.0,1.19838690903101
2019-02-01,20194,The Vijay Co-Operative Bank Ltd.,0,1,1,0.0,55675.56,2.01,2.01,0.0,0,0,0,0.02,104583.235,97058.61499999999,185535.5,0.02,92306.21890547265
2019-02-01,20195,"The Vishweshwar Sahakari Bank Ltd., Pune",26,1553,1579,0.01,23806.05,19249.21,43055.26,0.0,25,2880,2905,0.03,21200.0,36916.36,58116.36,0.01,1.3498085948151282
2019-02-01,20196,The West Bengal State Co-Operative Bank Ltd.,90,1115,1205,0.01,5937.59,79111.11,85048.7,0.01,73,4982,5055,0.05,287862.39,142582.22,430444.61,0.04,5.061154491485467
2019-02-01,20197,The Zoroastrian Cooperative Bank Limited,64,807,871,0.01,36771.65,14383.17,51154.82,0.0,19,904,923,0.01,9800.0,42951.96,52751.96,0.0,1.0312216913284027
2019-02-01,20198,Thrissur District Co-Operative Bank Ltd.,2,478,480,0.0,8.26,5421.95,5430.21,0.0,2,778,780,0.01,46.0,14714.96,14760.96,0.0,2.7183037120111373
2019-02-01,20199,Tjsb Sahakari Bank Ltd.,134,8296,8430,0.08,9897.52,168754.55,178652.07,0.02,112,8226,8338,0.08,19218.83,134956.54,154175.38,0.01,0.8629924075326975
2019-02-01,20200,Tumkur Grain Merchants Co-Operative Bank Ltd.,8,780,788,0.01,3628.42,13324.72,16953.14,0.0,2,1557,1559,0.01,1200.0,13357.88,14557.88,0.0,0.8587128992033334
2019-02-01,20201,Uco Bank,6471,59575,66046,0.6,1728786.94,1499771.66,3228558.61,0.29,4583,106024,110607,1.0,1710736.01,2008386.8,3719122.81,0.33,1.1519452669933101
2019-02-01,20202,Ujjivan Small Finance Bank Limited,301,1167,1468,0.01,355807.88,198441.52,554249.39,0.05,154,2031,2185,0.02,332939.16,216634.16,549573.33,0.05,0.9915632563889695
2019-02-01,20203,Uniited Overseas Bank Mumbai Branch,24,59,83,0.0,109685.14,57590.11,167275.25,0.01,41,26,67,0.0,122337.87,17218.38,139556.25,0.01,0.8342910860991091
2019-02-01,20205,United Bank Of India,2187,43203,45390,0.41,187657.94,1329839.99,1517497.93,0.13,1189,94115,95304,0.86,200899.49,1470716.77,1671616.26,0.15,1.101560817285596
2019-02-01,20206,Urban Cooperative Bank Ltd No 1758 Perinthalmanna,0,6,6,0.0,55675.56,41.65,41.65,0.0,0,0,0,0.02,104583.235,97058.61499999999,185535.5,0.02,4454.633853541417
2019-02-01,20207,Utkarsh Small Finance Bank Ltd,143,949,1092,0.01,204077.19,162505.02,366582.21,0.03,70,945,1015,0.01,184707.95,122190.21,306898.16,0.03,0.8371878166155415
2019-02-01,20208,Vasai Janata Sahakari Bank Ltd.,0,109,109,0.0,55675.56,791.98,791.98,0.0,0,1,1,0.0,104583.235,140.0,140.0,0.0,0.176772140710624
2019-02-01,20209,Vasai Vikas Sahakari Bank Ltd.,6,798,804,0.01,7001.58,16322.28,23323.87,0.0,0,1637,1637,0.01,104583.235,22670.75,22670.75,0.0,0.9719977859591912
2019-02-01,20211,Westpac Banking Corporation,99,32,131,0.0,9738.08,54473.43,64211.51,0.01,27,18,45,0.0,1061.5,38575.2,39636.7,0.0,0.6172834122729709
2019-02-01,20212,Woori Bank,146,505,651,0.01,199615.98,83046.01,282661.99,0.03,82,385,467,0.0,210636.94,60102.4,270739.33,0.02,0.9578200804430763
2019-02-01,20214,Zila Sahkari Bank Ltd Ghaziabad,1,197,198,0.0,45.0,3089.24,3134.24,0.0,0,355,355,0.0,104583.235,17735.7,17735.7,0.0,5.65869237837562
