month,Unnamed: 0,bank_name,inward_interbank_volume,inward_costumer_volume,inward_total_volume,inward_percentage_volume,inward_interbank_amt,inward_costumer_amt,inward_total_amt,inward_percentage_amt,outward_interbank_volume,outward_costumer_volume,outward_total_volume,outward_percentage_volume,outward_interbank_amt,outward_costumer_amt,outward_total_amt,outward_percentage_amt,outward_inward_ratio
2024-04-01,34670,Goldman Sachs India Capital Markets Pvt Ltd.,8,54,62,0.0,12686.54,2660598.17,2673284.71,0.19,38,0,38,0.0,2655370.08,97058.61499999999,2655370.08,0.18,0.9932986449468003
2024-04-01,34671,Gopinath Patil Parsik Janata Sahakari Bank Ltd.,44,6738,6782,0.03,181161.36,91641.71,272803.07,0.02,0,9170,9170,0.04,104583.235,293661.88,293661.88,0.02,1.076461053022607
2024-04-01,34672,Greater Bombay Co-Operative Bank Ltd.,271,1345,1616,0.01,12512.77,30365.95,42878.72,0.0,0,2054,2054,0.01,104583.235,52782.91,52782.91,0.0,1.2309814751932895
2024-04-01,34673,"Gs Mahanagar Co-Operative Bank Limited, Mumbai",22,3368,3390,0.01,43518.83,49315.41,92834.24,0.01,1,5483,5484,0.02,0.44,97775.64,97776.08,0.01,1.0532329450857787
2024-04-01,34674,Guardian Souharda Sahakari Bank Niyamita,1,1,2,0.0,9.0,5.1,14.1,0.0,0,70,70,0.0,104583.235,564.22,564.22,0.0,40.01560283687944
2024-04-01,34675,Gujarat State Co-Operative Bank Ltd,131,44194,44325,0.19,232430.55,1284101.43,1516531.98,0.11,19,61798,61817,0.26,97.02,1784270.43,1784367.45,0.12,1.1766104991732518
2024-04-01,34677,Hitachi Payment Services Pvt. Ltd.,0,0,0,0.02,55675.56,93718.745,173650.48,0.02,0,79,79,0.0,104583.235,659055.09,659055.09,0.05,3.795296678707712
2024-04-01,34679,Hutatma Sahakari Bank Ltd,20,328,348,0.0,29129.19,8306.04,37435.23,0.0,17,746,763,0.0,31004.0,19728.76,50732.76,0.0,1.3552143261841854
2024-04-01,34684,India Post Payments Bank Limited,18,17008,17026,0.07,10088.45,169871.58,179960.03,0.01,19,12235,12254,0.05,9669.65,64022.61,73692.26,0.01,0.40949237450116005
2024-04-01,34686,Indian Clearing Corporation Limited,5,8046,8051,0.03,13059.81,1350515.78,1363575.59,0.09,0,7648,7648,0.03,104583.235,1349975.43,1349975.43,0.09,0.9900261048234222
2024-04-01,34689,Industrial And Commercial Bank Of China Ltd.,87,545,632,0.0,135782.6,84983.08,220765.67,0.02,23,467,490,0.0,104602.34,74832.25,179434.59,0.01,0.8127830291729687
2024-04-01,34690,Industrial Bank Of Korea,39,170,209,0.0,98449.33,29610.93,128060.26,0.01,53,363,416,0.0,103651.79,34156.6,137808.39,0.01,1.0761214290834644
2024-04-01,34691,Irinjalakuda Town Cooperative Bank Ltd,0,207,207,0.0,55675.56,1972.64,1972.64,0.0,0,695,695,0.0,104583.235,4236.37,4236.37,0.0,2.1475636710195474
2024-04-01,34692,Jalgaon Janata Sahakari Bank Ltd.,8,2782,2790,0.01,908.65,47384.58,48293.22,0.0,0,3460,3460,0.01,104583.235,64008.58,64008.58,0.0,1.325415451692805
2024-04-01,34693,Jalgaon People Co-Operative Bank Ltd.,21,2724,2745,0.01,594.15,37685.38,38279.53,0.0,3,2532,2535,0.01,48.54,32590.84,32639.38,0.0,0.8526588492596435
2024-04-01,34694,Jammu And Kashmir Bank,446,46861,47307,0.2,177655.5,1369817.81,1547473.31,0.11,349,87925,88274,0.37,307915.19,1596972.3,1904887.48,0.13,1.2309662904622245
2024-04-01,34695,Jana Small Finance Bank Limited,46,13565,13611,0.06,172653.06,349451.87,522104.93,0.04,126,16277,16403,0.07,227394.44,313081.24,540475.68,0.04,1.0351859347507024
2024-04-01,34696,Janaseva Sahakari Bank (Borivli) Ltd.,20,402,422,0.0,19298.57,4555.23,23853.8,0.0,0,479,479,0.0,104583.235,24430.59,24430.59,0.0,1.0241802144731658
2024-04-01,34697,Janaseva Sahakari Bank Ltd,5,1613,1618,0.01,110.96,17340.35,17451.31,0.0,0,2264,2264,0.01,104583.235,31284.9,31284.9,0.0,1.7926963649147256
2024-04-01,34698,"Janata Sahakari Bank Ltd., Pune",20,10599,10619,0.05,787.51,213514.54,214302.04,0.01,7,17234,17241,0.07,4.29,265451.67,265455.96,0.02,1.2387001075678048
2024-04-01,34699,Janatha Seva Co-Operative Bank Ltd.,19,283,302,0.0,35337.31,4970.17,40307.49,0.0,18,537,555,0.0,39300.0,5200.22,44500.22,0.0,1.1040186327652752
2024-04-01,34700,Jankalyan Sahakari Bank Ltd.,3,1676,1679,0.01,89.03,28529.66,28618.68,0.0,0,1900,1900,0.01,104583.235,29046.07,29046.07,0.0,1.0149339522298024
2024-04-01,34701,"Jila Sahakari Kendriya Bank Maryadit, Rajnandgaon",0,126,126,0.0,55675.56,722.84,722.84,0.0,1,177,178,0.0,2.0,888.57,890.57,0.0,1.2320430524044048
2024-04-01,34702,Jio Payments Bank Limited,1,114,115,0.0,0.32,4214.08,4214.4,0.0,0,48,48,0.0,104583.235,8826.49,8826.49,0.0,2.094364559605163
2024-04-01,34704,Jsc Vtb Bank,0,5,5,0.0,55675.56,1067.46,1067.46,0.0,0,30,30,0.0,104583.235,104960.0,104960.0,0.01,98.32686939089052
2024-04-01,34705,Kallapanna Awade Ichalkaranji Janata Sahakari Bank Ltd.,2,4118,4120,0.02,2.65,69997.04,69999.69,0.0,0,4430,4430,0.02,104583.235,78746.82,78746.82,0.01,1.124959553392308
2024-04-01,34706,Kalupur Commercial Co-Operative Bank Ltd.,50,25803,25853,0.11,3825.01,388560.58,392385.59,0.03,10,29877,29887,0.13,901.79,497796.28,498698.07,0.03,1.270938797727001
2024-04-01,34707,Kalyan Janata Sahakari Bank Ltd.,12,2890,2902,0.01,493.25,32102.43,32595.68,0.0,0,3549,3549,0.02,104583.235,54054.7,54054.7,0.0,1.6583393873053116
2024-04-01,34708,"Kangra Central Co-Op Bank Ltd., Dharamshala",40,1242,1282,0.01,8641.48,130398.36,139039.84,0.01,38,2539,2577,0.01,379.2,144382.85,144762.05,0.01,1.0411551825721317
2024-04-01,34709,Kangra Co-Operative Bank Ltd.,0,438,438,0.0,55675.56,2769.12,2769.12,0.0,0,0,0,0.02,104583.235,97058.61499999999,185535.5,0.02,67.00161061998035
2024-04-01,34710,"Karad Urban Co-Operative Bank Ltd., Karad",17,3554,3571,0.02,160.43,51950.55,52110.98,0.0,0,7036,7036,0.03,104583.235,70211.16,70211.16,0.0,1.347339082857394
2024-04-01,34711,Karnataka Bank Ltd,1108,102715,103823,0.44,27064.98,1672728.06,1699793.04,0.12,2275,112406,114681,0.49,72916.81,1984096.51,2057013.32,0.14,1.2101551610071306
2024-04-01,34712,Karnataka Gramin Bank,98,13980,14078,0.06,34482.39,85343.87,119826.26,0.01,921,25417,26338,0.11,50876.9,265038.67,315915.56,0.02,2.6364468022284933
2024-04-01,34713,Karnataka State Co-Operative Apex Bank Ltd.,284,10627,10911,0.05,712078.44,300836.54,1012914.97,0.07,77,16282,16359,0.07,854552.5,461984.36,1316536.86,0.09,1.2997506197385948
2024-04-01,34714,Karnataka Vikas Grameena Bank,94,11321,11415,0.05,769.84,120910.71,121680.55,0.01,2731,16852,19583,0.08,47604.74,254472.34,302077.08,0.02,2.4825420332173054
2024-04-01,34715,Karur Vysya Bank,4770,181458,186228,0.79,251311.22,2448541.34,2699852.57,0.19,651,229703,230354,0.98,113640.42,2841280.34,2954920.76,0.2,1.0944748586771906
2024-04-01,34716,Keb Hana Bank,78,469,547,0.0,86558.33,187585.93,274144.25,0.02,65,337,402,0.0,107607.92,169724.53,277332.46,0.02,1.0116296803598837
2024-04-01,34717,Kerala Gramin Bank,108,8859,8967,0.04,878.38,132493.64,133372.02,0.01,2180,12909,15089,0.06,39276.63,166303.04,205579.67,0.01,1.5414002877065223
2024-04-01,34718,Kolhapur Urban Cooperative Bank Ltd,3,345,348,0.0,10.05,3247.66,3257.71,0.0,0,641,641,0.0,104583.235,4783.69,4783.69,0.0,1.4684210687875838
2024-04-01,34719,Kookmin Bank,155,66,221,0.0,610972.5,56455.32,667427.82,0.05,94,140,234,0.0,615007.66,58397.2,673404.85,0.05,1.0089553204419919
2024-04-01,34721,Kurmanchal Nagar Sahakari Bank Ltd.,5,2587,2592,0.01,28.07,21719.64,21747.71,0.0,0,4993,4993,0.02,104583.235,51677.79,51677.79,0.0,2.3762405329112815
2024-04-01,34722,Maharashtra Gramin Bank,6,14206,14212,0.06,67.8,671333.7,671401.5,0.05,12,20610,20622,0.09,1403.0,779230.97,780633.97,0.05,1.1626932170988595
2024-04-01,34723,Maharashtra State Co-Op Bank,27,3099,3126,0.01,58546.1,413238.18,471784.28,0.03,2,2101,2103,0.01,1615.76,991013.02,992628.78,0.07,2.103988670415216
2024-04-01,34724,"Mahesh Sahakari Bank Limited, Pune",34,1988,2022,0.01,26456.76,45008.78,71465.54,0.0,0,2696,2696,0.01,104583.235,69622.25,69622.25,0.0,0.9742072892753627
2024-04-01,34725,Mashreqbank Psc,97,17,114,0.0,41790.33,36237.24,78027.57,0.01,147,30,177,0.0,71498.89,3340.2,74839.09,0.01,0.9591364949594098
2024-04-01,34726,Mehsana Urban Co-Operative Bank Ltd.,18,18688,18706,0.08,221.54,305843.27,306064.8,0.02,4,27658,27662,0.12,21.21,351001.4,351022.61,0.02,1.1468898416283089
2024-04-01,34727,Mizuho Corporate Bank Ltd,163,6861,7024,0.03,239614.08,2569617.33,2809231.41,0.19,225,8235,8460,0.04,350861.02,2559235.12,2910096.13,0.2,1.0359047387982891
2024-04-01,34728,Model Co-Op. Bank Ltd.,24,815,839,0.0,12231.55,7921.89,20153.44,0.0,14,1142,1156,0.0,7800.0,27060.86,34860.86,0.0,1.7297721877753873
2024-04-01,34729,Morgan Stanley India Primary Dealer Pvt Ltd.,13,28,41,0.0,16822.11,380223.19,397045.3,0.03,32,0,32,0.0,343489.69,97058.61499999999,343489.69,0.02,0.865114610347988
2024-04-01,34730,"Mufg Bank, Ltd.",205,6875,7080,0.03,877497.25,1846046.25,2723543.49,0.19,183,9900,10083,0.04,254052.88,2589779.42,2843832.3,0.2,1.0441662894099772
2024-04-01,34731,Mumbai District Central Co-Operative Bank Ltd.,6,2419,2425,0.01,564.65,53691.57,54256.22,0.0,0,3074,3074,0.01,104583.235,78446.59,78446.59,0.01,1.4458543186384896
2024-04-01,34732,"Municipal Co-Operative Bank Ltd., Mumbai",35,312,347,0.0,75452.96,50936.13,126389.1,0.01,0,345,345,0.0,104583.235,118442.4,118442.4,0.01,0.9371251160107952
2024-04-01,34734,Nagpur Nagrik Sahakari Bank Ltd.,33,3422,3455,0.01,580.55,51252.84,51833.39,0.0,0,6040,6040,0.03,104583.235,58117.59,58117.59,0.0,1.1212384526653572
2024-04-01,34735,Nainital Bank Ltd.,209,7538,7747,0.03,55998.54,111574.76,167573.3,0.01,85,14568,14653,0.06,28013.13,185215.19,213228.32,0.01,1.2724480570592094
2024-04-01,34736,Nasik Merchants Co-Operative Bank Ltd.,19,3133,3152,0.01,29076.07,33984.13,63060.19,0.0,0,5334,5334,0.02,104583.235,73973.04,73973.04,0.01,1.173054505544623
2024-04-01,34737,Natwest Markets Plc,1,4,5,0.0,0.1,192.31,192.41,0.0,0,3,3,0.0,104583.235,984.0,984.0,0.0,5.114079309807183
2024-04-01,34738,New India Co-Operative Bank Ltd.,12,1564,1576,0.01,307.98,23894.73,24202.71,0.0,0,2122,2122,0.01,104583.235,28506.11,28506.11,0.0,1.1778065348880353
2024-04-01,34739,Nilambur Co-Operative Urban Bank,0,265,265,0.0,55675.56,1539.73,1539.73,0.0,0,701,701,0.0,104583.235,3871.44,3871.44,0.0,2.5143629077825334
2024-04-01,34740,Nkgsb Co-Operative Bank Ltd.,56,5785,5841,0.02,2010.84,104633.66,106644.5,0.01,46,6871,6917,0.03,2757.88,97375.63,100133.51,0.01,0.9389467811279532
2024-04-01,34741,Nomura Fixed Income Securities Pvt Ltd.,65,58,123,0.0,1370813.85,2528573.21,3899387.05,0.27,118,0,118,0.0,3890593.96,97058.61499999999,3890593.96,0.27,0.9977450071287487
2024-04-01,34742,North East Small Finance Bank Limited,3,368,371,0.0,1045.15,2428.45,3473.6,0.0,0,964,964,0.0,104583.235,10572.94,10572.94,0.0,3.043798940580378
2024-04-01,34743,Nsdl Payments Bank Limited,29,4209,4238,0.02,33608.91,435605.17,469214.08,0.03,28,8884,8912,0.04,35500.0,595085.16,630585.16,0.04,1.343917812526001
2024-04-01,34745,Nutan Nagarik Sahakari Bank Ltd.,4,8646,8650,0.04,24.09,87932.12,87956.21,0.01,0,9079,9079,0.04,104583.235,117441.52,117441.52,0.01,1.3352271545124557
2024-04-01,34746,Orissa State Co-Operative Bank Ltd.,62,359,421,0.0,1240858.68,18475.73,1259334.41,0.09,0,2072,2072,0.01,104583.235,1337430.04,1337430.04,0.09,1.062013417071642
2024-04-01,34748,Prime Co-Operative Bank Ltd,2,3761,3763,0.02,4.13,32480.8,32484.93,0.0,0,8955,8955,0.04,104583.235,61626.53,61626.53,0.0,1.8970805847511445
2024-04-01,34749,Pt Bank Maybank Indonesia Tbk,10,690,700,0.0,7504.06,39091.84,46595.91,0.0,27,28,55,0.0,21125.82,3151.71,24277.52,0.0,0.5210225532670142
2024-04-01,34750,Punjab And Sind Bank,527,71849,72376,0.31,57127.27,1294924.69,1352051.96,0.09,1342,100752,102094,0.43,163301.9,1390342.61,1553644.51,0.11,1.1491011854307729
2024-04-01,34752,Qatar National Bank(Q.P.S.C),9,77,86,0.0,11581.49,71884.24,83465.73,0.01,14,60,74,0.0,2264.27,81340.04,83604.31,0.01,1.0016603221465865
2024-04-01,34753,Rajarambapu Sahakari Bank Ltd,6,3264,3270,0.01,34.14,67550.88,67585.02,0.0,0,5511,5511,0.02,104583.235,74240.29,74240.29,0.01,1.0984725609314014
2024-04-01,34754,"Rajarshi Shahu Sahakari Bank Ltd, Pune",0,562,562,0.0,55675.56,4671.68,4671.68,0.0,0,429,429,0.0,104583.235,2506.57,2506.57,0.0,0.5365457394342078
2024-04-01,34755,Rajasthan Marudhara Gramin Bank,28,7691,7719,0.03,57667.2,48025.95,105693.15,0.01,37,11903,11940,0.05,1474.98,107262.44,108737.42,0.01,1.028802907283963
2024-04-01,34756,Rajasthan State Cooperative Bank Ltd,57,2160,2217,0.01,397961.44,199363.94,597325.38,0.04,2,4573,4575,0.02,12507.0,604772.41,617279.41,0.04,1.0334056289387872
2024-04-01,34757,Rajgurunagar Sahkari Bank Ltd.,19,1608,1627,0.01,69924.09,11937.87,81861.95,0.01,0,1935,1935,0.01,104583.235,105717.15,105717.15,0.01,1.291407668642147
2024-04-01,34758,Rajkot Nagrik Sahakari Bank Ltd.,13,5573,5586,0.02,195.39,58074.92,58270.32,0.0,0,5804,5804,0.02,104583.235,54170.28,54170.28,0.0,0.9296375925170824
2024-04-01,34760,Reserve Bank Of India,89,153191,153280,0.65,42969233.46,30950770.82,73920004.28,5.12,0,0,0,0.02,104583.235,97058.61499999999,185535.5,0.02,0.0025099498005602657
2024-04-01,34761,Samarth Sahakari Bank Ltd; Solapur,0,577,577,0.0,55675.56,4533.78,4533.78,0.0,0,1263,1263,0.01,104583.235,11122.22,11122.22,0.0,2.453189171066968
2024-04-01,34762,"Sant Sopankaka Sahakari Bank Limited, Saswad",0,849,849,0.0,55675.56,8199.68,8199.68,0.0,0,709,709,0.0,104583.235,6339.3,6339.3,0.0,0.7731155362160474
2024-04-01,34763,Saptagiri Grameena Bank,12,189,201,0.0,139.12,112273.56,112412.69,0.01,352,3859,4211,0.02,6253.0,174882.87,181135.88,0.01,1.6113472598155956
2024-04-01,34764,Saraspur Nagarik Coop Bank Ltd,0,1017,1017,0.0,55675.56,22008.06,22008.06,0.0,0,1099,1099,0.0,104583.235,14599.82,14599.82,0.0,0.6633851416253863
2024-04-01,34765,Saraswat Co-Operative Bank Ltd,583,66222,66805,0.28,39655.9,1244434.67,1284090.57,0.09,100,61889,61989,0.26,3705.32,1506152.6,1509857.92,0.1,1.1758188676675663
2024-04-01,34766,Saurashtra Gramin Bank,8,6877,6885,0.03,30030.3,42516.98,72547.28,0.01,0,5749,5749,0.02,104583.235,97256.65,97256.65,0.01,1.34059678047199
2024-04-01,34767,Sberbank,65,95,160,0.0,109718.93,57836.25,167555.18,0.01,10,254,264,0.0,5410.59,18087.29,23497.87,0.0,0.14023959151844784
2024-04-01,34769,Sbm Bank (India) Limited,81,6067,6148,0.03,59721.18,567988.31,627709.49,0.04,60,3481,3541,0.02,23248.27,629570.28,652818.54,0.05,1.0400010680099803
2024-04-01,34770,Shikshak Sahakari Bank Ltd.,18,796,814,0.0,8132.69,13767.69,21900.37,0.0,12,1787,1799,0.01,6409.0,23891.76,30300.76,0.0,1.3835729715981968
2024-04-01,34771,Shinhan Bank,936,3349,4285,0.02,239139.42,592060.29,831199.71,0.06,24,2618,2642,0.01,164338.43,643963.15,808301.58,0.06,0.972451710792825
2024-04-01,34772,Shivalik Small Finance Bank Limited,34,5928,5962,0.03,412.5,84150.69,84563.18,0.01,0,7970,7970,0.03,104583.235,82080.89,82080.89,0.01,0.9706457349404316
2024-04-01,34773,Shree Kadi Nagarik Sahakari Bank Ltd.,17,1654,1671,0.01,72621.76,85004.68,157626.44,0.01,3,3536,3539,0.02,17.5,150915.72,150933.22,0.01,0.9575374537418976
2024-04-01,34774,Shri Chhatrapati Rajarshi Shahu Urban Co-Op Bank,1,2557,2558,0.01,0.15,27337.67,27337.82,0.0,0,3150,3150,0.01,104583.235,36130.38,36130.38,0.0,1.3216262306211688
2024-04-01,34775,Shri Veershaiv Co-Op Bank Ltd,1,1189,1190,0.01,3.06,26454.58,26457.64,0.0,0,2494,2494,0.01,104583.235,23803.29,23803.29,0.0,0.8996754812598554
2024-04-01,34776,Sindhudurg District Central Cooperative Bank Ltd.,17,747,764,0.0,25.39,13634.7,13660.09,0.0,26,1352,1378,0.01,87.41,16699.48,16786.89,0.0,1.2289003952389772
2024-04-01,34777,Sir M. Visvesvaraya Co-Operative Bank Ltd.,1,158,159,0.0,5.0,2705.37,2710.37,0.0,0,96,96,0.0,104583.235,524.61,524.61,0.0,0.19355659928349267
2024-04-01,34778,Smriti Nagrik Sahakari Bank Maryadit,5,909,914,0.0,310.15,9886.96,10197.1,0.0,0,1239,1239,0.01,104583.235,11024.69,11024.69,0.0,1.0811593492267408
2024-04-01,34779,Societe Generale,64,694,758,0.0,196119.47,205963.95,402083.43,0.03,157,201,358,0.0,174490.31,251170.21,425660.52,0.03,1.0586373081825333
2024-04-01,34780,Solapur Janata Sahakari Bank Ltd.,7,2292,2299,0.01,140.0,52937.26,53077.26,0.0,0,3411,3411,0.01,104583.235,49747.32,49747.32,0.0,0.937262398247385
2024-04-01,34781,South Indian Bank,4308,111655,115963,0.49,393404.63,2140389.99,2533794.62,0.18,1162,116011,117173,0.5,139984.55,2584459.01,2724443.56,0.19,1.0752424598644068
2024-04-01,34782,Sree Charan Souhardha Co-Operative Bank Ltd.,0,86,86,0.0,55675.56,1111.78,1111.78,0.0,0,38,38,0.0,104583.235,566.46,566.46,0.0,0.5095072766194751
2024-04-01,34785,Stci Primary Dealer Ltd.,172,603,775,0.0,1256235.26,2181349.54,3437584.79,0.24,1105,0,1105,0.0,3476270.84,97058.61499999999,3476270.84,0.24,1.011253846046951
2024-04-01,34786,Suco Souharda Sahakari Bank Ltd,0,1196,1196,0.01,55675.56,12105.03,12105.03,0.0,0,0,0,0.02,104583.235,97058.61499999999,185535.5,0.02,15.327140866234945
2024-04-01,34787,Sumitomo Mitsui Banking Corporation,76,4211,4287,0.02,169142.21,1797144.32,1966286.53,0.14,166,4614,4780,0.02,289239.99,2208934.88,2498174.87,0.17,1.270503983974299
2024-04-01,34788,Surat District Co-Operative Bank Ltd.,8,5664,5672,0.02,42683.53,297945.41,340628.94,0.02,0,6690,6690,0.03,104583.235,318170.75,318170.75,0.02,0.9340684617108576
2024-04-01,34789,Surat National Cooperative Bank Ltd,0,2094,2094,0.01,55675.56,48230.67,48230.67,0.0,0,1679,1679,0.01,104583.235,49264.24,49264.24,0.0,1.0214297251105986
2024-04-01,34790,Surat People'S Co-Operative Bank Ltd.,9,9924,9933,0.04,80.45,104452.78,104533.23,0.01,0,12238,12238,0.05,104583.235,134603.39,134603.39,0.01,1.2876612537467753
2024-04-01,34791,Suryoday Small Finance Bank Ltd.,64,2563,2627,0.01,126222.7,236359.19,362581.89,0.03,69,2072,2141,0.01,135802.12,158977.23,294779.35,0.02,0.813000754119297
2024-04-01,34792,Sutex Co-Operative Bank Ltd.,6,3655,3661,0.02,52.1,37133.11,37185.22,0.0,0,4070,4070,0.02,104583.235,53120.17,53120.17,0.0,1.4285291306599772
2024-04-01,34793,Svc Co-Operative Bank Ltd.,111,29312,29423,0.12,119470.01,549195.75,668665.76,0.05,165,35939,36104,0.15,121987.35,693356.27,815343.62,0.06,1.2193590112943722
2024-04-01,34794,Tamilnad Mercantile Bank Ltd,1693,89632,91325,0.39,57901.94,1084496.9,1142398.84,0.08,812,139048,139860,0.59,47036.86,1575991.37,1623028.23,0.11,1.4207194310526434
2024-04-01,34795,Tamilnadu State Apex Co-Operative Bank Ltd.,91,5249,5340,0.02,925014.07,158531.82,1083545.89,0.08,186,11603,11789,0.05,813825.42,335364.83,1149190.25,0.08,1.0605829071069617
2024-04-01,34796,Telangana State Co Operative Apex Bank Ltd,39,3424,3463,0.01,158390.08,202620.76,361010.84,0.03,17,9006,9023,0.04,99199.5,418458.74,517658.24,0.04,1.4339132863711237
2024-04-01,34797,Textile Traders Co-Operative Bank Limited,0,531,531,0.0,55675.56,7410.85,7410.85,0.0,0,774,774,0.0,104583.235,9954.87,9954.87,0.0,1.3432831591517842
2024-04-01,34798,Thane Bharat Shakari Bank Ltd.,1,1758,1759,0.01,0.09,20009.34,20009.44,0.0,0,2161,2161,0.01,104583.235,19918.14,19918.14,0.0,0.9954371536634709
2024-04-01,34799,Thane District Central Co-Operative Bank Ltd.,5,2238,2243,0.01,20.14,25898.66,25918.8,0.0,0,3977,3977,0.02,104583.235,45543.09,45543.09,0.0,1.7571450067132737
2024-04-01,34800,The Adarsh Cooperative Urban Bank Limited,0,0,0,0.02,55675.56,93718.745,173650.48,0.02,0,162,162,0.0,104583.235,1381.97,1381.97,0.0,0.007958342528048295
2024-04-01,34801,The Ahmednagar District Central Co-Operative Bank,0,2124,2124,0.01,55675.56,44588.19,44588.19,0.0,2,3641,3643,0.02,620.0,60836.46,61456.46,0.0,1.3783125083121786
2024-04-01,34802,The Ajara Urban Coop Bank Ltd,20,350,370,0.0,2410.28,4723.12,7133.4,0.0,0,892,892,0.0,104583.235,10657.94,10657.94,0.0,1.4940897748619173
2024-04-01,34803,The Akola Janata Commercial Cooperative Bank Ltd,6,3998,4004,0.02,4801.39,40824.85,45626.24,0.0,39,5783,5822,0.02,6350.0,97097.05,103447.05,0.01,2.2672709826626085
2024-04-01,34804,The Akola Urban Co-Operative Bank Ltd.,5,2763,2768,0.01,16.53,43119.66,43136.18,0.0,0,5991,5991,0.03,104583.235,46196.55,46196.55,0.0,1.0709467087720796
2024-04-01,34805,The Banaskantha Mercantile Co-Operative Bank Ltd.,0,1212,1212,0.01,55675.56,25015.39,25015.39,0.0,0,1450,1450,0.01,104583.235,21078.86,21078.86,0.0,0.8426356734794062
2024-04-01,34806,The Baramati Sahakari Bank Limited,40,2326,2366,0.01,71536.21,31056.77,102592.98,0.01,39,3493,3532,0.01,69000.0,29697.03,98697.03,0.01,0.9620251795005857
2024-04-01,34807,The Burdwan Central Co-Operative Bank Ltd.,0,77,77,0.0,55675.56,830.19,830.19,0.0,0,933,933,0.0,104583.235,6133.44,6133.44,0.0,7.387995519098037
2024-04-01,34808,The Darussalam Co-Operative Urban Bank Ltd.,0,169,169,0.0,55675.56,927.23,927.23,0.0,0,187,187,0.0,104583.235,1764.07,1764.07,0.0,1.9025160963299288
2024-04-01,34809,The Delhi State Cooperative Bank,16,502,518,0.0,5260.32,14351.41,19611.74,0.0,0,721,721,0.0,104583.235,20863.95,20863.95,0.0,1.0638500204469363
2024-04-01,34810,The Haryana State Cooperative Apex Bank Limited,12,168,180,0.0,28416.55,128696.07,157112.61,0.01,0,185,185,0.0,104583.235,102159.19,102159.19,0.01,0.6502290936418154
2024-04-01,34811,The Hasti Co-Op Bank Ltd.,1,2969,2970,0.01,0.15,28208.3,28208.45,0.0,0,4619,4619,0.02,104583.235,43774.76,43774.76,0.0,1.5518314547591237
2024-04-01,34812,The Himachal Pradesh State Co-Operative Bank Ltd.,70,1329,1399,0.01,122.03,35216.39,35338.43,0.0,78,3618,3696,0.02,264.71,136180.22,136444.93,0.01,3.861092017953259
2024-04-01,34813,The Kerala State Co-Operative Bank Ltd.,27,8829,8856,0.04,12174.03,445422.89,457596.92,0.03,9,20759,20768,0.09,131369.98,253147.1,384517.08,0.03,0.8402964775199974
2024-04-01,34814,The Malad Sahakari Bank Ltd,0,216,216,0.0,55675.56,2951.17,2951.17,0.0,0,290,290,0.0,104583.235,2281.56,2281.56,0.0,0.7731035487620164
2024-04-01,34815,The Meghalaya Co-Operative Apex Bank Ltd.,0,164,164,0.0,55675.56,1938.96,1938.96,0.0,1,461,462,0.0,2800.0,35431.22,38231.22,0.0,19.71738457729917
2024-04-01,34816,"The Muslim Co-Operative Bank Ltd., Pune",0,298,298,0.0,55675.56,2793.52,2793.52,0.0,0,543,543,0.0,104583.235,3059.25,3059.25,0.0,1.095123714883015
2024-04-01,34817,The Nav Jeevan Co-Op. Bank Ltd.,1,897,898,0.0,3.75,8129.12,8132.87,0.0,0,1342,1342,0.01,104583.235,12171.01,12171.01,0.0,1.4965209083632223
2024-04-01,34818,The Navnirman Co-Operative Bank Limited,1,1784,1785,0.01,5.0,13999.38,14004.38,0.0,0,3038,3038,0.01,104583.235,48842.91,48842.91,0.0,3.48768813756839
2024-04-01,34819,The Nawanagar Cooperative Bank Ltd.,6,1677,1683,0.01,21.21,14243.43,14264.64,0.0,0,1717,1717,0.01,104583.235,18584.58,18584.58,0.0,1.3028425533346795
2024-04-01,34820,The Pandharpur Urban Coop Bank Ltd,0,900,900,0.0,55675.56,21033.8,21033.8,0.0,0,1707,1707,0.01,104583.235,27754.55,27754.55,0.0,1.3195214369253296
2024-04-01,34821,The Pavana Sahakari Bank Ltd.,36,450,486,0.0,25907.13,6541.92,32449.05,0.0,0,791,791,0.0,104583.235,35725.03,35725.03,0.0,1.1009576551547733
2024-04-01,34822,The Punjab State Cooperative Bank Ltd.,8,398,406,0.0,94532.54,126776.07,221308.61,0.02,0,600,600,0.0,104583.235,226212.06,226212.06,0.02,1.0221566165003704
2024-04-01,34823,The Pusad Urban Co-Op Bank Ltd,1,1143,1144,0.0,5.0,10871.46,10876.46,0.0,0,1946,1946,0.01,104583.235,22055.42,22055.42,0.0,2.0278123580650322
2024-04-01,34824,The Satara District Central Co-Operative Bank Ltd,5,2220,2225,0.01,30.82,63050.7,63081.52,0.0,0,3005,3005,0.01,104583.235,130943.93,130943.93,0.01,2.075789074201129
2024-04-01,34825,The Satara Sahakari Bank Limited,0,412,412,0.0,55675.56,3877.06,3877.06,0.0,0,30,30,0.0,104583.235,185.03,185.03,0.0,0.04772430656218887
2024-04-01,34826,The Udaipur Urban Co-Op. Bank Ltd.,0,344,344,0.0,55675.56,2820.23,2820.23,0.0,0,1045,1045,0.0,104583.235,11314.24,11314.24,0.0,4.011814639231552
2024-04-01,34827,"The Varachha Co-Operative Bank Ltd., Surat",5,5871,5876,0.02,67.3,45900.06,45967.36,0.0,0,4130,4130,0.02,104583.235,61276.01,61276.01,0.0,1.3330330477973937
